,person,name,description,abstract,birthPlaceName,lat,long,birthDate
7329,http://dbpedia.org/resource/Tor_Haugerud,Tor Haugerud,"Tor Andreas Haugerud (born 7 January 1962 in Brattvåg) is a Norwegian jazz musician (drums and percussion)known from Transjoik, , BOL, Möster Trio, and has created his own avant-garde band ""MisterYtor"" (""Nordland Musikkfestuke"", 2006).","Tor Andreas Haugerud (born 7 January 1962 in Brattvåg) is a Norwegian jazz musician (drums and percussion)known from Transjoik, , BOL, Möster Trio, and has created his own avant-garde band ""MisterYtor"" (""Nordland Musikkfestuke"", 2006).","Brattvåg, Norway",62.5999,6.4442,1962.0
7330,http://dbpedia.org/resource/Tora_Augestad,Tora Augestad,"Tora Karen Elisabeth Augestad (born 10 December 1979) is a Norwegian Musician (vocals), musical conductor and actor, and the daughter of Program 81/82 vocalist Kate Augestad (born 1956). She focuses on jazz, musical theater, contemporary music, and cabaret. Her stage debut was the lead role in ""Annie"" in 1994, and won the Norwegian talent competition in 1993 at TV 2.","Tora Karen Elisabeth Augestad (born 10 December 1979) is a Norwegian Musician (vocals), musical conductor and actor, and the daughter of Program 81/82 vocalist Kate Augestad (born 1956). She focuses on jazz, musical theater, contemporary music, and cabaret. Her stage debut was the lead role in ""Annie"" in 1994, and won the Norwegian talent competition in 1993 at TV 2.","Bergen, Norway",60.3894,5.33,1979.0
7331,http://dbpedia.org/resource/Torbjörn_Zetterberg,Torbjörn Zetterberg,"Torbjörn Zetterberg (born 10 May 1976) is a Swedish jazz musician (double bass) and composer, known from collaborations with Jonas Kullhammar.","Torbjörn Zetterberg (born 10 May 1976) is a Swedish jazz musician (double bass) and composer, known from collaborations with Jonas Kullhammar.",http://dbpedia.org/resource/Sweden,59.35,16.0,1976.0
7335,http://dbpedia.org/resource/Torbjørn_Sletta_Jacobsen,Torbjørn Sletta Jacobsen,"Torbjørn Sletta Jacobsen (born 11 August 1973 in Oslo, Norway) is a Norwegian jazz musician (saxophone) and composer. He has composed and produced music for television, radio, audio book and advertising in a variety of genres.","Torbjørn Sletta Jacobsen (born 11 August 1973 in Oslo, Norway) is a Norwegian jazz musician (saxophone) and composer. He has composed and produced music for television, radio, audio book and advertising in a variety of genres.",http://dbpedia.org/resource/Oslo,59.9139,10.7522,1973.0
7336,http://dbpedia.org/resource/Tord_Gustavsen,Tord Gustavsen,"Tord Gustavsen (born 5 October 1970) is a Norwegian jazz pianist and composer. He tours extensively worldwide, and he has been a bandleader for a trio, ensemble and quartet at various times, all bearing his name.","Tord Gustavsen (born 5 October 1970) is a Norwegian jazz pianist and composer. He tours extensively worldwide, and he has been a bandleader for a trio, ensemble and quartet at various times, all bearing his name.","Oslo, Norway",59.9139,10.7522,1970.0
7337,http://dbpedia.org/resource/Tore_Jensen,Tore Jensen,"Tore Jensen (born 19 May 1935 in Oslo, Norway) is a Norwegian jazz musician (trumpet, cornet and flugelhorn) and bandleader, known from a series of Dixieland bands and album releases.","Tore Jensen (born 19 May 1935 in Oslo, Norway) is a Norwegian jazz musician (trumpet, cornet and flugelhorn) and bandleader, known from a series of Dixieland bands and album releases.",http://dbpedia.org/resource/Oslo,59.9139,10.7522,1935.0
7338,http://dbpedia.org/resource/Tore_Sandbakken,Tore Sandbakken,"Tore Thorvaldsen Sandbakken (born 14 May 1985 in Trondheim, Norway) is a Norwegian jazz musician (drums) and composer, living in Oslo, and known from collaborations in a number of bands, ranging from free improvised music to modern jazz.","Tore Thorvaldsen Sandbakken (born 14 May 1985 in Trondheim, Norway) is a Norwegian jazz musician (drums) and composer, living in Oslo, and known from collaborations in a number of bands, ranging from free improvised music to modern jazz.",http://dbpedia.org/resource/Trondheim,63.4297,10.3933,1985.0
7342,http://dbpedia.org/resource/Torgeir_Standal,Torgeir Standal,Torgeir Hovden Standal (born 23 July 1990) is a Norwegian jazz guitarist.,Torgeir Hovden Standal (born 23 July 1990) is a Norwegian jazz guitarist.,http://dbpedia.org/resource/Ørsta,62.2003,6.13222,1990.0
7346,http://dbpedia.org/resource/Torgeir_Vassvik,Torgeir Vassvik,"Torgeir Vassvik (born 3 October 1962 in ) is a Norwegian Sami musician and composer. Vassvik combines Joik with drum and traditional instruments,.","Torgeir Vassvik (born 3 October 1962 in ) is a Norwegian Sami musician and composer. Vassvik combines Joik with drum and traditional instruments,.","Gamvik, Sápmi/Norway",71.0411,27.8514,1962.0
7347,http://dbpedia.org/resource/Torgrim_Sollid,Torgrim Sollid,"Torgrim Sollid (born 17 June 1942) is a Norwegian self-taught traditional folk musician, composer and jazz musician (trumpet, flugelhorn, and drums), known for combining folk music with jazz, and for playing in the Jan Garbarek Quartet and Warne Marsh Sextet.","Torgrim Sollid (born 17 June 1942) is a Norwegian self-taught traditional folk musician, composer and jazz musician (trumpet, flugelhorn, and drums), known for combining folk music with jazz, and for playing in the Jan Garbarek Quartet and Warne Marsh Sextet.","Eidskog, Norway",59.9981,12.0606,1942.0
7348,http://dbpedia.org/resource/Torstein_Ellingsen,Torstein Ellingsen,"Torstein Ellingsen (born 7 August 1966) is a Norwegian drummer and music producer, known from a series of album recordings.","Torstein Ellingsen (born 7 August 1966) is a Norwegian drummer and music producer, known from a series of album recordings.",http://dbpedia.org/resource/Oslo,59.9139,10.7522,1966.0
7349,http://dbpedia.org/resource/Torstein_Lofthus,Torstein Lofthus,"Torstein Lofthus (born 10 March 1977) is a Norwegian drummer and composer who has been a member of the bands Shining, Elephant9, the Mathias Eick Band, D'Sound, and Ebersson/Zanussi/Lofthus. He is married to Hege Lofthus.","Torstein Lofthus (born 10 March 1977) is a Norwegian drummer and composer who has been a member of the bands Shining, Elephant9, the Mathias Eick Band, D'Sound, and Ebersson/Zanussi/Lofthus. He is married to Hege Lofthus.","Øystese, Hordaland, Norway",59.9333,8.0,1977.0
7355,http://dbpedia.org/resource/Torun_Eriksen,Torun Eriksen,"Torun Eriksen (born 8 January 1977 in) is a Norwegian jazz singer, whose musical talents first came to prominence as a music student at high school in Norway. Eriksen was born in Lunde, Telemark. From the age of six, she sang in various gospel choirs, and by the age of 19 had become a featured soloist. With a background steeped in soul, jazz, pop, and through her choral experience she began writing her first compositions. A major influence was the world of jazz standards via the Real Book. After moving to Oslo in 1997, she enrolled at the Norwegian Institute for Stage and Studio.","Torun Eriksen (born 8 January 1977 in) is a Norwegian jazz singer, whose musical talents first came to prominence as a music student at high school in Norway. Eriksen was born in Lunde, Telemark. From the age of six, she sang in various gospel choirs, and by the age of 19 had become a featured soloist. With a background steeped in soul, jazz, pop, and through her choral experience she began writing her first compositions. A major influence was the world of jazz standards via the Real Book. After moving to Oslo in 1997, she enrolled at the Norwegian Institute for Stage and Studio.","Lunde, Telemark, Norway",59.2911,9.10833,1977.0
7356,http://dbpedia.org/resource/Toshiko_Akiyoshi,Toshiko Akiyoshi,"Toshiko Akiyoshi (秋吉 敏子 or 穐吉 敏子, Akiyoshi Toshiko, born 12 December 1929) is a Japanese-American jazz pianist, composer, arranger, and bandleader. She has received fourteen Grammy Award nominations and was the first woman to win Best Arranger and Composer awards in Down Beat magazine's annual Readers' Poll. In 1984, she was the subject of the documentary Jazz Is My Native Language. In 1996, she published her autobiography, Life with Jazz, and in 2007 she was named an NEA Jazz Master by the U.S. National Endowment for the Arts.","Toshiko Akiyoshi (秋吉 敏子 or 穐吉 敏子, Akiyoshi Toshiko, born 12 December 1929) is a Japanese-American jazz pianist, composer, arranger, and bandleader. She has received fourteen Grammy Award nominations and was the first woman to win Best Arranger and Composer awards in Down Beat magazine's annual Readers' Poll. In 1984, she was the subject of the documentary Jazz Is My Native Language. In 1996, she published her autobiography, Life with Jazz, and in 2007 she was named an NEA Jazz Master by the U.S. National Endowment for the Arts.",http://dbpedia.org/resource/Liaoyang,41.279,123.176,1929.0
7362,http://dbpedia.org/resource/Toshinobu_Kubota,Toshinobu Kubota,"Toshinobu ""Toshi"" Kubota (久保田 利伸, Kubota Toshinobu, born 24 July 1962) is a Japanese singer, songwriter, musician, music producer, and radio personality. Toshinobu Kubota has produced six million-seller records and thirty-three Top 40 singles during his career. He is currently part of Sony Music Japan. In addition, Kubota has composed and written songs for many singers including Iwasaki Hiromi, Misia, Toshinori Yonekura, Koizumi Kyoko, and many other recording artists.","Toshinobu ""Toshi"" Kubota (久保田 利伸, Kubota Toshinobu, born 24 July 1962) is a Japanese singer, songwriter, musician, music producer, and radio personality. Toshinobu Kubota has produced six million-seller records and thirty-three Top 40 singles during his career. He is currently part of Sony Music Japan. In addition, Kubota has composed and written songs for many singers including Iwasaki Hiromi, Misia, Toshinori Yonekura, Koizumi Kyoko, and many other recording artists. Kubota's musical genre has varied throughout his career including R&B, Go-go, soul, funk, blues, reggae, old skool, psychedelia, jazz, and pop. His artistic influences include Michael Jackson, Stevie Wonder, Marvin Gaye, Donny Hathaway, and Sly Stone. Kubota has pioneered in the sound ""Japanese hip hop"" and ""Japanese soul"", an amalgam of funk, pop, R&B and go that has influenced many other musicians. Kubota has a tenor and falsetto vocal range and is known for his signature songs ""Dance If You Want It"", ""Missing"", ""Love Rain (Koi no Ame)"", ""You Were Mine"", ""Give You My Love"", and ""La La La Love Song"", which was the theme song of the television drama Long Vacation. Kubota has a total of seventeen studio albums and ten compilation albums. He is among the all-time best-selling Japanese music artists, having sold over 16 million records worldwide to date.","Shizuoka Prefecture, Japan",34.9167,138.317,1962.0
7363,http://dbpedia.org/resource/Toti_Soler,Toti Soler,"Jordi Soler i Galí (born 7 June 1949), known by the stage name Toti Soler, is a Spanish guitarist, singer and composer, one of the most important figures of contemporary music in Catalonia. He had a classical training with influences of blues, jazz and flamenco. His compositions are noted for their poetic, sensitive qualities and often use extracts from poetry.","Jordi Soler i Galí (born 7 June 1949), known by the stage name Toti Soler, is a Spanish guitarist, singer and composer, one of the most important figures of contemporary music in Catalonia. He had a classical training with influences of blues, jazz and flamenco. His compositions are noted for their poetic, sensitive qualities and often use extracts from poetry.",http://dbpedia.org/resource/Barcelona,41.3833,2.18333,1949.0
7391,http://dbpedia.org/resource/Totta_Näslund,Totta Näslund,"Erik Torsten ""Totta"" Näslund (1 April 1945 – 19 June 2005) was a Swedish blues musician and actor.","Erik Torsten ""Totta"" Näslund (1 April 1945 – 19 June 2005) was a Swedish blues musician and actor.","Sandviken, Sweden",60.6167,16.7833,1945.0
7392,http://dbpedia.org/resource/Touch_Sunnix,Touch Sunnix,"Touch Sunnix or ""Touch Sreynich, Touch Sunnich"" (Khmer: ទូច ស៊ុននិច; born in 1980) is a singer from Phnom Penh, Cambodia.She began singing at an early age. Her work embodies key themes in Cambodian culture such as folk stories, traditional Cambodian dancing, freedom of expression and democracy in the lyrics of her songs.","Touch Sunnix or ""Touch Sreynich, Touch Sunnich"" (Khmer: ទូច ស៊ុននិច; born in 1980) is a singer from Phnom Penh, Cambodia.She began singing at an early age. Her work embodies key themes in Cambodian culture such as folk stories, traditional Cambodian dancing, freedom of expression and democracy in the lyrics of her songs.","Phnom Penh, Cambodia",11.5694,104.921,1980.0
